wave_height,slope,mangrove_width_m,runup_elevation
4.370861069626263,0.04362767366200287,364.9991554949852,0.015272615435252405
9.556428757689245,0.039962088660826296,92.25599779935578,0.15619645132493837
7.587945476302646,0.025853852125257405,173.3198471849431,0.0494202366796811
6.387926357773329,0.06465400030913392,331.6403184289091,0.04037863626732648
2.4041677639819286,0.0528961744457766,241.04467226223997,0.021370047050614804
2.403950683025824,0.08791308930916034,369.2855193174469,0.016498119835119892
1.5227525095137953,0.012889862243385241,480.60395061142987,0.0007876055667540126
8.795585311974417,0.06794811347996137,58.273343857598746,0.29950298474427245
6.41003510568888,0.0786653990660405,354.7838581990305,0.04292904619525186
7.372653200164409,0.07835379122694763,115.17207781605727,0.20602147125405953
1.185260448662222,0.08974665703859726,207.23836370378461,0.021878740033801514
9.72918866945795,0.07561303685465447,16.43136289756991,0.4734451875315462
8.491983767203795,0.09350290554829266,67.95369114634947,0.3755428298286638
2.9110519961044856,0.039939093983880236,159.88864452444983,0.031737736029248904
2.636424704863906,0.05528884750763888,170.99290264399247,0.037234873687398654
2.650640588680904,0.01126716969546016,449.7926082310479,0.0014407698014630667
3.7381801866358395,0.01062618285729621,370.90645463325757,0.0030710318582881455
5.72280788469014,0.03161139584063679,486.09148409352053,0.007024838312548101
4.887505167779042,0.01907264774251767,299.53575516762027,0.011042057068287807
3.6210622617823773,0.03341902311421783,120.85686604565899,0.04171560774875243
6.506676052501415,0.025933896507555766,163.82751496082142,0.04499123902667464
2.2554447458683766,0.012566802235478342,159.91796164598355,0.0077358604521916
3.629301836816963,0.09183737317654445,163.24716383162578,0.0891764838890195
4.297256589643226,0.010740081825000237,336.4820865559078,0.0043835320395945255
5.104629857953324,0.07624739299033768,265.4039640452081,0.05654053193454903
8.066583652537123,0.02369330982275649,192.71208904332215,0.04287668879813525
2.7970640394252375,0.092100665979964,74.5448843643583,0.11713244160860549
5.628109945722504,0.09035163456308971,11.069581471072954,0.33792177036487375
6.331731119758382,0.06885110317323316,109.4173387938463,0.1609175753913721
1.4180537144799796,0.07050107348205446,53.735701984340636,0.05147884909968186
6.467903667112945,0.01048052277727197,392.7225154261197,0.004599924049362305
2.5347171131856236,0.09863844095022418,56.248978906942696,0.12682086440708037
1.5854643368675156,0.0890049343218233,362.1141186534181,0.011498615493321603
9.539969835279999,0.09055956031570828,192.82934488804133,0.1936790876095485
9.690688297671034,0.06933200833457848,36.689194871887985,0.38307862076101973
8.27557613304815,0.04103082357890828,406.3650247157929,0.021236923392688855
3.741523922560336,0.09042837841814327,289.8152851183067,0.042475940757873094
1.8790490260574548,0.03623652353360731,117.88075643178652,0.023893543394488476
7.158097238609412,0.06064403890079825,447.34058716633393,0.02125107924569991
4.961372443656412,0.018975787510949416,22.62915693527573,0.05838566793949543
2.0983441136030097,0.09297600671194753,100.90980409888145,0.07577159821026741
5.456592191001432,0.0226693411994092,376.02346390293053,0.009275162699038749
1.3094966900369656,0.03024071251573665,354.6889651549446,0.0033732605205132925
9.18388361870904,0.060232074231539354,144.63584686223902,0.16541843847280674
3.3290198344001523,0.07876837001916834,31.012437676391556,0.15467022983442122
6.962700559185838,0.0657416175342669,429.03903611247193,0.02499948360641491
3.8053996848046987,0.030892052152014054,156.8488190349513,0.03267889256964663
5.680612190600297,0.01008487382747413,97.85670746413261,0.022659558086499363
5.920392514089517,0.07814355222766953,258.03091118048854,0.0702356297635248
2.6636900997297435,0.09866865933199843,455.1135996412237,0.01228221124466992
9.726261649881026,0.08289218082754815,21.773288921687673,0.5025581046938856
7.976195410250031,0.05141859563409538,382.9020440154439,0.029513300236553252
9.455490474077703,0.09133905352591959,286.23661396935444,0.11076992738442928
9.053446153848839,0.046886290580651496,212.72455827590846,0.08449010008174768
6.381099809299767,0.05724406758191208,372.04022205253,0.028049759736115943
9.296868115208051,0.052941679065611494,482.9122122208162,0.019479259800098556
1.7964325184672756,0.05028614853989724,114.60310558134552,0.032326985577035776
2.763845761772307,0.07976716923645151,71.8236825360598,0.10188617411172252
1.4070456001948426,0.05740920165425428,456.44087261134854,0.003745046573902919
3.927972976869379,0.03850454098226945,334.47653872865186,0.014538275721700033
4.498095607205338,0.03323423508926305,218.99301078098298,0.028660591891032504
3.442141285965063,0.013397258527069005,286.62978513214154,0.0059007214519301784
8.458637582367365,0.06248756456947414,372.80695258812204,0.04040233076578785
4.210779940242303,0.03069652738609308,386.5159493528586,0.009102706211910316
3.5284105871864266,0.023332052981474477,459.94709040948226,0.0037376287687500578
5.884264748424236,0.06884469674449098,213.42139444781134,0.0802970288672532
2.2683180247728636,0.0713088332039394,146.70545500969752,0.047775311252765865
8.219772826786357,0.07769394030318993,319.83213339492096,0.06700415921572941
1.6709557931179373,0.055321920670473236,207.86394963976517,0.018942102845126662
9.881982429404655,0.0904649144683498,297.299226974489,0.10732054906847843
7.9502029236699165,0.0942708478058405,209.9928992279751,0.15163311599411597
2.7884411338075514,0.08266338458132404,76.49789333908724,0.10358954836394667
1.0496990541124216,0.06720341338073685,234.71337582947922,0.01231150059400577
8.339152856093508,0.03733488582320698,345.4589109705164,0.02802559781947448
